id_sensor,id_maquina,ts,vibracao,temperatura,velocidade_motor,dias_ultima_manutencao,falha,pm2_5,pm10,co_ppm,no2_ppb,o3_ppb,aqi_pm25,qualidade_de_ar
1,10,2025-09-01 09:46:00,56.35,46.24,1884,12,0,7.35,11.58,0.3,17.72,27.82,31,Boa
1,10,2025-09-01 09:47:00,62.51,34.49,1958,12,0,11.79,17.85,1.008,44.83,15.82,49,Boa
1,10,2025-09-01 09:48:00,59.89,57.12,2242,12,0,20.32,27.86,0.276,33.41,51.99,68,Moderada
1,10,2025-09-01 09:49:00,72.95,56.18,2837,12,0,0.0,0.0,0.492,13.23,29.57,0,Boa
1,10,2025-09-01 09:50:00,53.61,50.35,2372,12,0,17.9,27.27,0.645,17.59,28.86,63,Moderada
1,10,2025-09-01 09:51:00,17.02,69.12,2621,12,0,14.15,22.94,1.202,17.96,25.09,55,Moderada
1,10,2025-09-01 09:52:00,75.24,41.62,2432,12,1,9.66,16.05,0.496,21.91,43.93,40,Boa
1,10,2025-09-01 09:53:00,79.66,52.64,2790,12,0,3.22,5.08,0.424,13.47,23.46,13,Boa
1,10,2025-09-01 09:54:00,64.48,61.77,2827,12,0,13.4,20.48,0.454,24.78,11.27,54,Moderada
1,10,2025-09-01 09:55:00,56.64,46.27,2726,12,1,10.77,16.96,1.115,34.86,21.69,45,Boa
1,10,2025-09-01 09:56:00,75.76,55.36,2947,12,0,22.2,31.82,0.0,7.32,45.69,72,Moderada
1,10,2025-09-01 09:57:00,69.29,37.55,2618,12,0,10.94,16.24,0.32,9.13,39.78,46,Boa
1,10,2025-09-01 09:58:00,61.18,43.56,1856,12,0,27.54,39.04,1.438,15.54,26.76,83,Moderada
1,10,2025-09-01 09:59:00,58.24,37.01,3296,12,0,10.55,14.51,0.795,15.98,46.3,44,Boa
1,10,2025-09-01 10:00:00,59.59,61.28,2510,12,0,6.99,10.73,0.286,40.34,38.8,29,Boa
1,10,2025-09-01 10:01:00,43.5,47.6,3318,12,0,15.07,22.89,0.6,30.28,26.67,57,Moderada
1,10,2025-09-01 10:02:00,54.15,45.34,1406,12,0,17.15,26.9,0.636,29.77,27.85,62,Moderada
1,10,2025-09-01 10:03:00,50.32,44.46,2466,12,1,26.97,41.93,0.869,17.66,33.8,82,Moderada
1,10,2025-09-01 10:04:00,58.7,54.12,1590,12,0,21.07,32.11,1.169,17.49,19.84,70,Moderada
1,10,2025-09-01 10:05:00,52.58,57.22,4079,12,0,18.94,29.46,0.732,5.8,29.9,65,Moderada
1,10,2025-09-01 10:06:00,36.7,44.47,1861,12,0,20.36,30.45,0.449,28.04,33.59,68,Moderada
1,10,2025-09-01 10:07:00,51.07,63.04,2477,12,0,7.44,11.47,0.851,25.22,9.6,31,Boa
1,10,2025-09-01 10:08:00,39.62,40.9,3116,12,0,9.06,12.93,0.402,33.1,27.61,38,Boa
1,10,2025-09-01 10:09:00,77.2,55.1,3142,12,1,9.3,14.29,0.313,18.35,26.13,39,Boa
1,10,2025-09-01 10:10:00,71.59,37.36,2917,12,0,8.83,13.83,0.094,19.01,42.12,37,Boa
1,10,2025-09-01 10:11:00,57.89,74.54,2305,12,0,1.3,1.87,0.148,22.05,7.69,5,Boa
1,10,2025-09-01 10:12:00,52.78,45.41,2881,12,0,19.2,28.89,0.347,29.24,25.26,66,Moderada
1,10,2025-09-01 10:13:00,58.87,35.24,2575,12,0,12.19,17.53,0.264,5.65,24.04,51,Moderada
1,10,2025-09-01 10:14:00,75.0,58.95,2994,12,0,3.29,4.76,0.716,27.81,41.3,14,Boa
1,10,2025-09-01 10:15:00,61.42,39.84,2336,12,0,8.13,11.28,0.259,20.16,29.29,34,Boa
1,10,2025-09-01 10:16:00,60.99,60.13,2518,12,0,13.05,21.22,0.0,9.78,51.37,53,Moderada
1,10,2025-09-01 10:17:00,51.24,62.5,2788,12,0,22.43,36.04,0.302,0.0,37.79,73,Moderada
1,10,2025-09-01 10:18:00,76.45,48.28,2871,12,0,30.52,47.43,0.481,19.09,24.85,90,Moderada
1,10,2025-09-01 10:19:00,62.02,40.27,2537,12,0,37.0,62.8,0.437,34.85,32.69,105,Insalubre (grupos sensíveis)
1,10,2025-09-01 10:20:00,77.34,39.62,2255,12,0,14.93,22.12,1.079,37.21,25.52,57,Moderada
1,10,2025-09-01 10:21:00,39.67,53.56,2734,12,0,6.52,11.76,0.428,23.79,40.19,27,Boa
1,10,2025-09-01 10:22:00,63.9,60.74,3612,12,0,0.0,0.0,0.883,40.0,13.82,0,Boa
1,10,2025-09-01 10:23:00,78.13,49.16,2872,12,0,18.02,27.49,0.618,20.04,19.88,63,Moderada
1,10,2025-09-01 10:24:00,71.3,73.99,2956,12,0,4.89,7.14,0.609,29.96,35.25,20,Boa
1,10,2025-09-01 10:25:00,53.16,52.14,2383,12,0,10.62,16.32,0.365,15.81,44.55,44,Boa
1,10,2025-09-01 10:26:00,84.75,50.8,2204,12,0,9.65,15.28,0.608,15.36,3.32,40,Boa
1,10,2025-09-01 10:27:00,63.84,45.88,2276,12,0,15.37,22.88,0.39,13.61,46.3,58,Moderada
1,10,2025-09-01 10:28:00,71.76,53.77,2854,12,0,22.56,37.85,0.673,0.0,28.1,73,Moderada
1,10,2025-09-01 10:29:00,66.34,34.36,2613,12,0,14.1,21.48,0.549,33.27,7.19,55,Moderada
1,10,2025-09-01 10:30:00,34.33,51.63,1533,12,0,10.99,16.78,0.327,13.79,0.0,46,Boa
1,10,2025-09-01 10:31:00,81.4,71.78,2145,12,0,8.94,12.6,0.922,12.47,11.4,37,Boa
1,10,2025-09-01 10:32:00,56.36,48.9,3285,12,0,1.61,2.48,0.745,8.54,29.59,7,Boa
1,10,2025-09-01 10:33:00,62.54,39.22,2448,12,0,9.45,14.05,0.484,18.33,29.02,39,Boa
1,10,2025-09-01 10:34:00,65.6,23.37,2611,12,0,13.3,19.15,0.663,38.03,37.4,54,Moderada
1,10,2025-09-01 10:35:00,54.69,22.36,2915,12,0,24.89,35.4,0.591,41.27,23.24,78,Moderada
1,10,2025-09-01 10:36:00,38.67,69.2,2949,12,0,15.22,26.9,0.351,3.62,16.59,58,Moderada
1,10,2025-09-01 10:37:00,70.07,66.83,2652,12,1,18.68,27.53,0.642,16.88,24.83,65,Moderada
1,10,2025-09-01 10:38:00,61.02,43.86,2344,12,0,11.58,15.68,0.432,10.02,30.22,48,Boa
1,10,2025-09-01 10:39:00,70.37,53.79,3157,12,0,5.13,7.34,0.338,30.31,32.56,21,Boa
1,10,2025-09-01 10:40:00,53.96,61.52,2484,12,0,10.91,16.31,0.129,23.19,20.37,45,Boa
1,10,2025-09-01 10:41:00,56.73,50.59,2532,12,0,5.94,9.23,0.509,13.97,40.65,25,Boa
1,10,2025-09-01 10:42:00,58.99,70.36,2567,12,0,30.83,47.96,0.788,21.08,22.37,90,Moderada
1,10,2025-09-01 10:43:00,64.9,41.85,2483,12,0,11.21,17.58,0.411,15.62,19.37,47,Boa
1,10,2025-09-01 10:44:00,44.43,48.67,3645,12,0,22.66,32.53,1.37,36.41,23.36,73,Moderada
1,10,2025-09-01 10:45:00,34.21,57.47,2510,12,0,4.65,7.13,0.876,25.67,42.8,19,Boa
1,10,2025-09-01 10:46:00,97.16,43.45,2219,12,1,23.06,32.56,1.02,27.28,28.11,74,Moderada
1,10,2025-09-01 10:47:00,47.61,58.52,3245,12,0,16.75,24.09,0.853,0.0,21.52,61,Moderada
1,10,2025-09-01 10:48:00,43.97,37.69,1884,12,0,12.87,18.12,1.169,19.6,40.98,53,Moderada
1,10,2025-09-01 10:49:00,65.55,39.89,2333,12,0,12.48,17.24,0.384,41.23,55.52,52,Moderada
1,10,2025-09-01 10:50:00,85.67,68.01,2738,12,1,9.39,15.09,0.0,33.78,32.26,39,Boa
1,10,2025-09-01 10:51:00,79.51,48.94,2187,12,0,15.0,23.53,0.49,2.01,44.57,57,Moderada
1,10,2025-09-01 10:52:00,41.68,40.27,3455,12,0,10.12,16.17,0.78,17.12,42.31,42,Boa
1,10,2025-09-01 10:53:00,51.88,27.68,3149,12,0,4.89,7.36,0.661,8.3,22.58,20,Boa
1,10,2025-09-01 10:54:00,51.19,32.85,2562,12,0,3.1,4.89,0.698,37.42,30.17,13,Boa
1,10,2025-09-01 10:55:00,74.21,38.72,1615,12,0,12.62,16.7,1.019,22.89,14.39,52,Moderada
1,10,2025-09-01 10:56:00,82.68,33.71,1855,12,0,29.33,46.53,0.739,12.82,27.29,87,Moderada
1,10,2025-09-01 10:57:00,71.87,57.18,1380,12,0,16.41,24.9,0.861,20.77,22.27,60,Moderada
1,10,2025-09-01 10:58:00,78.5,31.21,3665,12,0,12.19,19.06,0.342,0.0,24.93,51,Moderada
1,10,2025-09-01 10:59:00,91.06,54.54,2315,12,1,16.7,25.68,0.299,9.7,20.73,61,Moderada
1,10,2025-09-01 11:00:00,54.49,60.67,3079,12,0,21.32,29.88,1.101,20.69,26.39,70,Moderada
1,10,2025-09-01 11:01:00,53.47,54.09,2526,12,1,13.55,18.29,0.646,28.78,36.23,54,Moderada
1,10,2025-09-01 11:02:00,71.6,48.48,2818,12,0,10.02,14.32,0.435,1.02,28.35,42,Boa
1,10,2025-09-01 11:03:00,76.53,52.69,1857,12,0,25.84,40.22,0.437,16.65,7.4,80,Moderada
1,10,2025-09-01 11:04:00,70.28,49.56,2591,12,0,16.5,25.89,0.426,30.52,20.84,60,Moderada
1,10,2025-09-01 11:05:00,75.43,31.11,2391,12,1,28.07,38.26,0.41,5.94,11.54,85,Moderada
1,10,2025-09-01 11:06:00,65.16,58.49,2271,12,0,14.58,20.45,0.235,22.68,32.73,56,Moderada
1,10,2025-09-01 11:07:00,49.76,48.7,2344,12,0,4.43,6.33,0.165,20.96,35.89,18,Boa
1,10,2025-09-01 11:08:00,34.3,54.1,2630,12,0,2.04,2.99,0.552,37.35,32.98,8,Boa
1,10,2025-09-01 11:09:00,69.52,67.75,2118,12,0,29.28,39.93,0.443,18.12,20.34,87,Moderada
1,10,2025-09-01 11:10:00,62.93,53.35,2244,12,0,26.85,36.45,0.951,18.66,32.77,82,Moderada
1,10,2025-09-01 11:11:00,70.89,75.0,3383,12,0,9.79,13.87,0.709,28.97,24.15,41,Boa
1,10,2025-09-01 11:12:00,61.95,45.6,3263,12,0,8.27,12.47,0.698,7.11,16.16,34,Boa
1,10,2025-09-01 11:13:00,81.37,42.14,2501,12,0,25.31,34.98,0.401,18.28,38.66,79,Moderada
1,10,2025-09-01 11:14:00,80.63,46.69,2304,12,1,3.3,4.92,0.588,15.93,39.57,14,Boa
1,10,2025-09-01 11:15:00,37.4,51.36,3267,12,0,7.02,11.28,0.72,18.84,41.27,29,Boa
1,10,2025-09-01 11:16:00,40.65,48.75,2000,12,0,17.67,24.21,0.827,28.73,22.58,63,Moderada
1,10,2025-09-01 11:17:00,54.38,65.78,3244,12,0,15.46,22.88,0.588,25.87,43.99,58,Moderada
1,10,2025-09-01 11:18:00,58.25,52.38,1994,12,0,10.47,16.78,0.941,12.86,23.9,44,Boa
1,10,2025-09-01 11:19:00,54.69,46.02,2333,12,0,12.98,18.93,0.619,21.7,37.68,53,Moderada
1,10,2025-09-01 11:20:00,73.94,51.43,2411,12,0,14.9,21.5,0.86,35.35,23.65,57,Moderada
1,10,2025-09-01 11:21:00,76.87,59.33,2707,12,0,24.82,40.12,0.476,12.15,27.08,78,Moderada
1,10,2025-09-01 11:22:00,35.14,39.33,2589,12,0,14.3,21.01,0.067,21.66,0.84,56,Moderada
1,10,2025-09-01 11:23:00,74.27,52.98,2879,12,0,14.97,24.11,0.703,18.51,26.15,57,Moderada
1,10,2025-09-01 11:24:00,60.25,59.91,1948,12,0,0.0,0.0,0.836,19.73,30.91,0,Boa
1,10,2025-09-01 11:25:00,54.67,44.23,2144,12,0,17.3,25.35,0.789,4.02,24.92,62,Moderada
1,10,2025-09-01 11:26:00,57.71,33.49,1485,12,1,6.32,9.78,0.744,34.45,50.9,26,Boa
1,10,2025-09-01 11:27:00,63.11,66.06,2000,12,0,4.9,7.51,0.514,12.64,15.86,20,Boa
1,10,2025-09-01 11:28:00,48.25,41.89,2576,12,0,8.71,13.96,0.372,30.55,23.09,36,Boa
1,10,2025-09-01 11:29:00,82.35,59.14,3174,12,0,11.71,16.92,0.79,14.28,18.89,49,Boa
1,10,2025-09-01 11:30:00,57.98,64.85,2176,12,0,20.14,30.3,0.745,14.09,23.06,68,Moderada
1,10,2025-09-01 11:31:00,47.1,58.09,1854,12,1,0.0,0.0,0.446,32.41,42.24,0,Boa
1,10,2025-09-01 11:32:00,62.37,48.76,1900,12,0,15.64,24.56,0.952,30.31,47.55,58,Moderada
1,10,2025-09-01 11:33:00,69.88,46.62,2299,12,1,10.24,14.31,0.356,22.51,21.38,43,Boa
1,10,2025-09-01 11:34:00,66.09,55.42,1658,12,0,9.58,15.34,0.445,28.01,21.13,40,Boa
1,10,2025-09-01 11:35:00,61.1,30.76,3221,12,0,22.35,34.56,1.109,17.48,15.93,73,Moderada
1,10,2025-09-01 11:36:00,54.65,41.61,2795,12,0,17.02,23.28,0.877,20.24,45.51,61,Moderada
1,10,2025-09-01 11:37:00,76.63,44.59,2089,12,0,24.18,39.19,0.516,13.84,43.22,76,Moderada
1,10,2025-09-01 11:38:00,71.86,59.59,2799,12,1,14.37,24.77,0.708,29.47,28.51,56,Moderada
1,10,2025-09-01 11:39:00,50.37,52.78,1949,12,0,5.51,8.81,0.662,13.37,13.1,23,Boa
1,10,2025-09-01 11:40:00,50.34,43.22,3076,12,0,14.05,23.09,0.0,35.15,14.17,55,Moderada
1,10,2025-09-01 11:41:00,64.66,60.16,3423,12,0,13.32,20.1,0.347,17.23,31.85,54,Moderada
1,10,2025-09-01 11:42:00,60.47,56.54,2020,12,0,14.14,18.86,0.603,20.57,36.41,55,Moderada
1,10,2025-09-01 11:43:00,82.62,54.51,3196,12,0,9.89,13.01,0.518,28.08,4.96,41,Boa
1,10,2025-09-01 11:44:00,73.51,42.03,2330,12,0,17.42,26.58,0.696,20.68,25.92,62,Moderada
1,10,2025-09-01 11:45:00,77.56,64.34,3077,12,0,16.59,23.9,0.962,17.49,49.19,60,Moderada
1,10,2025-09-01 11:46:00,57.87,65.63,2739,12,1,32.23,45.4,0.521,20.05,27.22,93,Moderada
1,10,2025-09-01 11:47:00,61.29,35.81,2232,12,0,28.03,41.88,0.301,29.31,47.69,85,Moderada
1,10,2025-09-01 11:48:00,54.12,66.7,3737,12,0,7.18,11.22,0.714,13.7,37.63,30,Boa
1,10,2025-09-01 11:49:00,72.03,50.25,2343,12,1,12.18,16.5,0.524,19.17,16.77,51,Moderada
1,10,2025-09-01 11:50:00,61.93,59.46,3439,12,0,2.21,3.21,0.572,20.47,26.3,9,Boa
1,10,2025-09-01 11:51:00,48.22,52.95,1948,12,0,8.9,14.69,0.527,28.94,28.31,37,Boa
1,10,2025-09-01 11:52:00,73.11,49.88,3149,12,0,16.53,23.02,1.294,19.44,18.35,60,Moderada
1,10,2025-09-01 11:53:00,34.73,46.92,1680,12,0,20.04,31.81,0.0,38.29,18.26,68,Moderada
1,10,2025-09-01 11:54:00,52.09,50.35,2201,12,0,6.94,10.07,0.499,18.75,47.92,29,Boa
